CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,Balance_to_Salary_Ratio,Credit_to_Salary_Ratio,Age_to_Tenure_Ratio,Products_per_Tenure,IsHighValueCustomer,IsLongTermCustomer,HasMultipleProducts,IsYoungInactive,IsOldInactive,CustomerSegment,SegmentName,ChurnProbability,RiskLevel,RiskLevelNumeric
655,45,0,0.0,2,1,0,166830.71,0,False,False,False,0.0,0.003926112128203925,45.0,2.0,0,0,1,0,0,1,Established Savers,0.0149930592818914,Low Risk,0
494,30,3,85704.95,1,0,1,27886.06,0,False,False,True,3.073287395659492,0.017714309073814164,7.5,0.25,0,0,0,0,0,0,Young Professionals,0.024798842423937886,Low Risk,0
653,42,1,0.0,2,1,1,5768.32,0,False,False,False,0.0,0.11318491607329807,21.0,1.0,0,0,1,0,0,1,Established Savers,0.028101541053727114,Low Risk,0
539,38,8,105435.74,1,0,0,80575.44,1,True,False,False,1.3085182219517268,0.006689300247069738,4.222222222222222,0.1111111111111111,0,1,0,0,0,2,High-Value Clients,0.8530062192008854,Very High Risk,3
645,37,1,0.0,2,1,1,68987.55,0,False,False,False,0.0,0.009349377541635532,18.5,1.0,0,0,1,0,0,1,Established Savers,0.017355598679167927,Low Risk,0
751,34,9,108513.25,2,1,1,27097.82,0,True,False,True,4.004353326085785,0.027713383829997027,3.4,0.2,0,1,1,0,0,0,Young Professionals,0.020349502291609853,Low Risk,0
528,35,3,156687.1,1,1,0,199320.77,0,False,False,True,0.7861012873807012,0.002648983099036297,8.75,0.25,1,0,0,0,0,2,High-Value Clients,0.028248763759518885,Low Risk,0
696,31,3,150604.52,1,0,0,5566.6,0,True,False,True,27.050168833967955,0.1250089805302105,7.75,0.25,0,0,0,0,0,2,High-Value Clients,0.11226823952925429,Low Risk,0
716,44,6,155114.9,1,0,0,133871.83,0,False,False,False,1.1586734963323029,0.005348359334750748,6.285714285714286,0.14285714285714285,1,1,0,0,0,2,High-Value Clients,0.10789467458076184,Low Risk,0
602,35,8,0.0,2,1,1,152843.53,0,False,False,False,0.0,0.00393864275025086,3.888888888888889,0.2222222222222222,0,1,1,0,0,1,Established Savers,0.031308968070640104,Low Risk,0
647,64,1,91216.0,1,1,1,41800.18,0,False,True,False,2.182139355874643,0.015478031959863334,32.0,0.5,0,0,0,0,0,3,At-Risk Seniors,0.04871011068678039,Low Risk,0
850,61,3,141784.02,1,1,1,92053.75,0,True,False,True,1.5402140573951912,0.009233635418052843,15.25,0.25,0,0,0,0,0,3,At-Risk Seniors,0.12529992438633672,Low Risk,0
590,32,0,127763.24,1,1,0,100717.54,0,False,False,False,1.268517593682355,0.005857908583662949,32.0,1.0,1,0,0,0,0,2,High-Value Clients,0.035382106841492136,Low Risk,0
825,32,1,0.0,2,1,1,42935.15,0,False,True,False,0.0,0.019214577925594167,16.0,1.0,0,0,1,0,0,1,Established Savers,0.0039026335928712156,Low Risk,0
850,31,6,82613.56,2,1,0,149170.92,0,False,True,True,0.5538144176196163,0.005698123346538678,4.428571428571429,0.2857142857142857,0,1,1,0,0,2,High-Value Clients,0.022463157420784266,Low Risk,0
789,32,7,69423.52,1,1,0,107499.39,0,False,False,False,0.6457978431520109,0.00733950825666772,4.0,0.125,0,1,0,0,0,2,High-Value Clients,0.052536125250810396,Low Risk,0
701,42,6,86167.82,1,1,0,153342.38,0,False,False,False,0.5619272250292122,0.0045714396017617455,6.0,0.14285714285714285,0,1,0,0,0,2,High-Value Clients,0.2210295546851932,Low Risk,0
713,47,1,0.0,1,1,0,107825.08,1,False,True,False,0.0,0.006612500426612931,23.5,0.5,0,0,0,0,0,2,High-Value Clients,0.9264970369556488,Very High Risk,3
570,30,2,131406.56,1,1,1,47952.45,0,False,False,True,2.7402941811277395,0.011886527455271727,10.0,0.3333333333333333,0,0,0,0,0,0,Young Professionals,0.020672854104361343,Low Risk,0
536,44,4,121898.82,1,0,0,131007.18,0,True,False,False,0.9304672425798146,0.0040913475784489185,8.8,0.2,1,0,0,0,0,2,High-Value Clients,0.25743768896378794,Medium Risk,1
771,32,9,77487.2,1,0,0,33143.04,0,True,False,True,2.337892423494541,0.023262100818125974,3.2,0.1,0,1,0,0,0,2,High-Value Clients,0.03864917121497112,Low Risk,0
512,75,2,0.0,1,1,0,123304.62,0,False,False,False,0.0,0.004152284380874124,25.0,0.3333333333333333,0,0,0,0,1,3,At-Risk Seniors,0.08741596426687744,Low Risk,0
698,45,5,164450.94,1,1,0,141970.02,1,False,True,True,1.1583416108442415,0.004916496338478093,7.5,0.16666666666666666,1,0,0,0,0,2,High-Value Clients,0.5389164884719776,High Risk,2
656,33,7,138705.02,2,1,0,37136.15,0,False,False,True,3.7349398109440273,0.017664252641896323,4.125,0.25,0,1,1,0,0,2,High-Value Clients,0.009861977702999713,Low Risk,0
761,37,7,132730.17,1,1,0,199293.01,0,False,True,True,0.6660018030647283,0.003818479040087557,4.625,0.125,1,1,0,0,0,2,High-Value Clients,0.04374754239141852,Low Risk,0
709,30,5,0.0,2,0,1,161388.22,0,False,False,False,0.0,0.004393106305365377,5.0,0.3333333333333333,0,0,1,0,0,1,Established Savers,0.024353074787062234,Low Risk,0
597,66,3,0.0,1,1,1,70532.53,0,False,True,False,0.0,0.008464059575637289,16.5,0.25,0,0,0,0,0,3,At-Risk Seniors,0.041685541180819255,Low Risk,0
592,28,2,116498.22,1,1,0,144290.25,0,False,False,True,0.8073824296345066,0.00410281288712933,9.333333333333334,0.3333333333333333,1,0,0,1,0,2,High-Value Clients,0.031593991259456264,Low Risk,0
599,41,1,0.0,2,1,0,96069.82,0,False,False,False,0.0,0.006234983733874656,20.5,1.0,0,0,1,0,0,1,Established Savers,0.03541100644824742,Low Risk,0
572,35,1,139979.07,1,1,0,185662.84,0,True,False,False,0.7539382466720499,0.003080836850083463,17.5,0.5,1,0,0,0,0,2,High-Value Clients,0.5735682113128899,High Risk,2
611,43,9,127216.31,2,0,1,17913.25,0,True,False,False,7.101403072972634,0.03410692605049053,4.3,0.2,0,1,1,0,0,0,Young Professionals,0.0578170582556364,Low Risk,0
634,45,2,0.0,4,1,0,101039.53,1,False,False,False,0.0,0.006274709762508174,15.0,1.3333333333333333,0,0,1,0,0,1,Established Savers,0.9952763225767706,Very High Risk,3
666,51,2,148222.65,1,0,0,156953.54,1,False,False,True,0.9443667574063164,0.004243266872050977,17.0,0.3333333333333333,1,0,0,0,0,2,High-Value Clients,0.8863998474932883,Very High Risk,3
696,41,8,0.0,2,0,0,28276.83,0,False,False,False,0.0,0.02461292114706114,4.555555555555555,0.2222222222222222,0,1,1,0,0,1,Established Savers,0.07625957888519724,Low Risk,0
669,38,8,0.0,2,1,0,84049.16,0,False,False,False,0.0,0.007959532736166118,4.222222222222222,0.2222222222222222,0,1,1,0,0,1,Established Savers,0.03587423012317494,Low Risk,0
726,30,8,134152.29,1,1,1,147822.44,0,False,True,True,0.907517035187383,0.004911264411110985,3.3333333333333335,0.1111111111111111,1,1,0,0,0,0,Young Professionals,0.01635156703320126,Low Risk,0
497,32,8,111537.23,4,1,1,9497.99,1,True,False,False,11.742009413632397,0.052321352059534754,3.5555555555555554,0.4444444444444444,0,1,1,0,0,1,Established Savers,0.9895726044621846,Very High Risk,3
750,39,7,119565.92,1,1,0,87067.73,0,False,True,False,1.3732360630504201,0.00861388468627026,4.875,0.125,0,1,0,0,0,2,High-Value Clients,0.113095300630523,Low Risk,0
850,29,7,0.0,2,1,0,23237.25,0,False,True,False,0.0,0.03657762525147117,3.625,0.25,0,1,1,1,0,1,Established Savers,0.004074935681544099,Low Risk,0
617,38,7,0.0,1,1,1,27239.28,0,False,True,True,0.0,0.02265028112780045,4.75,0.125,0,1,0,0,0,0,Young Professionals,0.11701936405254343,Low Risk,0
652,46,10,121063.8,3,1,0,151481.86,1,True,False,True,0.7991914068693977,0.004304117310697726,4.181818181818182,0.2727272727272727,1,1,1,0,0,1,Established Savers,0.9959680236477328,Very High Risk,3
560,27,7,124995.98,1,1,1,114669.79,0,False,True,False,1.0900420237795518,0.004883545321349927,3.375,0.125,1,1,0,0,0,0,Young Professionals,0.010659423332987888,Low Risk,0
629,39,5,0.0,2,0,0,116748.14,0,False,True,True,0.0,0.005387619985894543,6.5,0.3333333333333333,0,0,1,0,0,1,Established Savers,0.01789947025494307,Low Risk,0
660,52,4,86891.84,1,1,0,90877.76,0,True,False,False,0.9561292429606214,0.007262423034821338,10.4,0.2,0,0,0,0,0,2,High-Value Clients,0.3858395959110965,Medium Risk,1
676,38,8,0.0,2,1,1,133692.88,0,False,False,True,0.0,0.005056327185657264,4.222222222222222,0.2222222222222222,0,1,1,0,0,1,Established Savers,0.012521850988972833,Low Risk,0
581,43,9,78022.61,1,0,1,30662.91,0,False,True,True,2.5444442668922522,0.01894735537640177,4.3,0.1,0,1,0,0,0,0,Young Professionals,0.062012208297024335,Low Risk,0
798,34,9,154495.79,1,1,0,191395.88,0,False,False,True,0.8072011936662709,0.004169346961141686,3.4,0.1,1,1,0,0,0,2,High-Value Clients,0.054289509454869794,Low Risk,0
705,38,1,189443.72,1,0,1,106648.58,0,False,False,True,1.7763194191669578,0.006610433908881779,19.0,0.5,1,0,0,0,0,0,Young Professionals,0.058796192677290526,Low Risk,0
714,31,6,152926.6,1,1,1,50899.91,0,False,True,False,3.004398153196082,0.014027254129641295,4.428571428571429,0.14285714285714285,0,1,0,0,0,0,Young Professionals,0.012701449566248179,Low Risk,0
664,44,8,142989.69,1,1,1,115452.51,1,False,False,False,1.2385044854851102,0.005751232682315159,4.888888888888889,0.1111111111111111,1,1,0,0,0,0,Young Professionals,0.6254910918266013,High Risk,2
697,43,7,115371.94,2,1,0,64139.1,0,True,False,True,1.7987489885422692,0.010866836815034588,5.375,0.25,0,1,1,0,0,2,High-Value Clients,0.3411491249312198,Medium Risk,1
609,37,6,0.0,2,0,1,22030.72,0,False,False,True,0.0,0.027641963496268105,5.285714285714286,0.2857142857142857,0,1,1,0,0,1,Established Savers,0.01600772006763107,Low Risk,0
548,38,0,178056.54,2,1,0,38434.73,0,False,True,True,4.632578592887399,0.014257567112683951,38.0,2.0,0,0,1,0,0,2,High-Value Clients,0.7883945251871803,Very High Risk,3
850,39,6,206014.94,2,0,1,42774.84,1,False,True,True,4.816151827760717,0.01987103000198243,5.571428571428571,0.2857142857142857,0,1,1,0,0,0,Young Professionals,0.1498590539167797,Low Risk,0
656,41,2,0.0,2,1,0,158973.77,0,False,False,True,0.0,0.004126440944056721,13.666666666666666,0.6666666666666666,0,0,1,0,0,1,Established Savers,0.0183703227732437,Low Risk,0
727,37,9,101191.83,1,1,1,34551.35,1,True,False,True,2.928652609735662,0.021040537040172377,3.7,0.1,0,1,0,0,0,0,Young Professionals,0.7788513218123535,Very High Risk,3
642,55,7,0.0,2,1,1,101515.76,0,False,False,False,0.0,0.006324078900863266,6.875,0.25,0,1,1,0,0,3,At-Risk Seniors,0.038481810619709275,Low Risk,0
710,31,5,0.0,2,1,0,9561.73,0,False,True,False,0.0,0.07424658021297266,5.166666666666667,0.3333333333333333,0,0,1,0,0,1,Established Savers,0.012787946790771235,Low Risk,0
710,33,1,0.0,2,1,0,168313.17,0,False,True,True,0.0,0.004218302000360397,16.5,1.0,0,0,1,0,0,1,Established Savers,0.004783047443105216,Low Risk,0
718,37,7,0.0,2,1,1,55100.09,0,False,False,False,0.0,0.013030595220530121,4.625,0.25,0,1,1,0,0,1,Established Savers,0.0212329236396835,Low Risk,0
586,32,1,149814.54,1,1,0,31830.06,0,True,False,True,4.706552028113421,0.018409691665938865,16.0,0.5,0,0,0,0,0,2,High-Value Clients,0.06924303962999319,Low Risk,0
617,36,7,115617.24,1,1,1,71519.4,0,False,True,False,1.6165631064703219,0.00862690924547402,4.5,0.125,0,1,0,0,0,0,Young Professionals,0.022485931618469335,Low Risk,0
630,28,9,0.0,2,0,0,32599.35,0,False,False,True,0.0,0.019324945897820116,2.8,0.2,0,1,1,1,0,1,Established Savers,0.0036130033183488486,Low Risk,0
791,42,10,113657.41,2,0,1,139946.68,1,True,False,False,0.8121421519813691,0.005652112275101667,3.8181818181818183,0.18181818181818182,1,1,1,0,0,0,Young Professionals,0.8012198825550021,Very High Risk,3
673,39,8,138160.0,1,1,1,110468.51,0,False,True,True,1.2506618342020346,0.0060921787378254875,4.333333333333333,0.1111111111111111,1,1,0,0,0,0,Young Professionals,0.03541631491595143,Low Risk,0
477,36,3,117700.86,1,0,0,74042.0,0,True,False,False,1.5896284591386087,0.006442202503950408,9.0,0.25,0,0,0,0,0,2,High-Value Clients,0.06352575065885463,Low Risk,0
662,37,5,0.0,2,1,0,151871.84,0,False,False,False,0.0,0.004358909730008341,6.166666666666667,0.3333333333333333,0,0,1,0,0,1,Established Savers,0.019635906354523915,Low Risk,0
850,37,9,122506.38,1,0,1,199693.84,1,True,False,True,0.6134679293666276,0.004256494559398731,3.7,0.1,1,1,0,0,0,0,Young Professionals,0.8958024515200987,Very High Risk,3
635,58,1,0.0,1,1,1,58907.08,1,False,False,False,0.0,0.010779505969299967,29.0,0.5,0,0,0,0,0,3,At-Risk Seniors,0.8077486364277596,Very High Risk,3
537,59,9,0.0,2,0,0,103799.77,1,False,False,True,0.0,0.005173372027972432,5.9,0.2,0,1,1,0,0,3,At-Risk Seniors,0.93526965096017,Very High Risk,3
579,39,3,166501.17,2,1,0,93835.64,0,False,False,False,1.774372675747981,0.006170297657716645,9.75,0.5,0,0,1,0,0,2,High-Value Clients,0.10166653616273762,Low Risk,0
651,46,4,89743.05,1,1,0,156425.57,1,False,True,False,0.5737072033223001,0.004161697082535275,9.2,0.2,0,0,0,0,0,2,High-Value Clients,0.7216530570843553,High Risk,2
610,25,2,0.0,2,1,0,123723.83,0,False,False,False,0.0,0.004930295721562115,8.333333333333334,0.6666666666666666,0,0,1,1,0,1,Established Savers,0.008592301376646712,Low Risk,0
581,30,1,0.0,2,1,0,199464.08,0,False,False,True,0.0,0.002912790549603971,15.0,1.0,0,0,1,0,0,1,Established Savers,0.0031420316971142105,Low Risk,0
592,39,7,0.0,2,1,0,83084.33,0,False,False,True,0.0,0.007125204894775046,4.875,0.25,0,1,1,0,0,1,Established Savers,0.023119958883822726,Low Risk,0
688,35,6,0.0,1,1,0,25488.43,1,False,True,False,0.0,0.02699158043157497,5.0,0.14285714285714285,0,1,0,0,0,2,High-Value Clients,0.8394200264472013,Very High Risk,3
681,18,1,98894.39,1,1,1,9596.4,0,False,False,False,10.304289703461354,0.07095671744430783,9.0,0.5,0,0,0,0,0,0,Young Professionals,0.01276951747634044,Low Risk,0
658,37,3,168735.74,2,0,0,70370.24,0,True,False,True,2.3977940419978387,0.0093504107643975,9.25,0.5,0,0,1,0,0,2,High-Value Clients,0.12166014594690373,Low Risk,0
792,34,1,0.0,1,0,1,86330.32,0,False,False,True,0.0,0.009173959114722212,17.0,0.5,0,0,0,0,0,0,Young Professionals,0.026579692440265878,Low Risk,0
528,62,7,133201.17,1,0,0,168507.68,1,True,False,False,0.7904706748637519,0.0031333697468878163,7.75,0.125,1,1,0,0,1,3,At-Risk Seniors,0.9875661823607954,Very High Risk,3
624,36,0,0.0,2,1,0,111605.9,0,False,True,False,0.0,0.005591052166129514,36.0,2.0,0,0,1,0,0,1,Established Savers,0.0171915784533701,Low Risk,0
562,31,4,127237.25,2,0,1,143317.42,0,True,False,True,0.887794116066867,0.003921338234122313,6.2,0.4,1,0,1,0,0,0,Young Professionals,0.027963882984464103,Low Risk,0
678,36,1,117864.85,2,1,0,27619.06,0,True,False,True,4.267364010070941,0.024547376073766673,18.0,1.0,0,0,1,0,0,2,High-Value Clients,0.12018398091815817,Low Risk,0
705,64,3,153469.26,3,0,0,146573.66,1,True,False,False,1.0470381442467613,0.004809835479065754,16.0,0.75,1,0,1,0,1,3,At-Risk Seniors,0.998086165747461,Very High Risk,3
650,23,4,93911.3,2,1,0,69055.45,0,True,False,True,1.3599207604792891,0.009412589265738392,4.6,0.4,0,0,1,1,0,2,High-Value Clients,0.052784585438544675,Low Risk,0
593,46,2,76597.79,1,1,1,54453.72,0,False,True,False,1.4066327032808175,0.01088978145512455,15.333333333333334,0.3333333333333333,0,0,0,0,0,0,Young Professionals,0.08844121492281974,Low Risk,0
652,40,4,79927.36,2,1,1,33524.6,0,False,False,False,2.384069487197843,0.01944782494571313,8.0,0.4,0,0,1,0,0,0,Young Professionals,0.042812860498775605,Low Risk,0
554,27,4,0.0,2,1,1,135083.73,0,False,True,False,0.0,0.004101129713180757,5.4,0.4,0,0,1,0,0,1,Established Savers,0.009826558475011954,Low Risk,0
584,32,8,40172.91,1,1,1,137439.34,0,True,False,True,0.29229344164893656,0.004249116380241783,3.5555555555555554,0.1111111111111111,0,1,0,0,0,0,Young Professionals,0.009654298777313029,Low Risk,0
516,33,7,115195.58,1,1,1,11205.5,0,False,False,True,10.27935394637041,0.04604470619729621,4.125,0.125,0,1,0,0,0,0,Young Professionals,0.00638608518200961,Low Risk,0
789,43,9,116644.29,2,1,1,60176.1,0,True,False,False,1.9383501365137237,0.013111299813384162,4.3,0.2,0,1,1,0,0,0,Young Professionals,0.10173711786851387,Low Risk,0
598,20,8,180293.84,2,1,1,29552.7,0,True,False,True,6.100550523284732,0.02023435305900784,2.2222222222222223,0.2222222222222222,0,1,1,0,0,0,Young Professionals,0.006183598036626778,Low Risk,0
669,30,7,139872.81,1,1,0,188795.85,0,True,False,False,0.7408641086967287,0.0035434913241402066,3.75,0.125,1,1,0,0,0,2,High-Value Clients,0.10542230129543079,Low Risk,0
645,24,3,34547.82,1,1,1,11638.17,0,False,False,False,2.968237425864559,0.05541632264156293,6.0,0.25,0,0,0,0,0,0,Young Professionals,0.03742840480906194,Low Risk,0
659,32,9,0.0,2,1,1,93155.75,0,False,False,False,0.0,0.00707409822691324,3.2,0.2,0,1,1,0,0,1,Established Savers,0.007785559811900562,Low Risk,0
833,29,1,96462.25,2,0,1,48986.18,0,True,False,True,1.969132536308479,0.017004448919084543,14.5,1.0,0,0,1,0,0,0,Young Professionals,0.005683286701441635,Low Risk,0
697,40,7,130334.35,2,0,1,116951.1,0,False,True,False,1.1144250509396583,0.005959704870626521,5.0,0.25,1,1,1,0,0,0,Young Professionals,0.03826640101525278,Low Risk,0
580,39,3,119688.81,1,1,0,137041.26,0,True,False,True,0.8733715424716434,0.004232271125709689,9.75,0.25,1,0,0,0,0,2,High-Value Clients,0.3587660065770708,Medium Risk,1
691,38,1,0.0,2,0,0,44653.5,0,False,False,True,0.0,0.015474364285794264,19.0,1.0,0,0,1,0,0,1,Established Savers,0.017911305866297092,Low Risk,0
534,52,1,0.0,3,1,1,104035.41,1,False,False,True,0.0,0.0051328184046335315,26.0,1.5,0,0,1,0,0,1,Established Savers,0.992379428795577,Very High Risk,3
478,32,6,71187.24,1,1,1,110593.62,0,False,False,False,0.6436772421660295,0.004322090893752337,4.571428571428571,0.14285714285714285,0,1,0,0,0,0,Young Professionals,0.0242865140307827,Low Risk,0
572,47,2,0.0,2,1,0,36099.7,0,False,False,False,0.0,0.01584456811086766,15.666666666666666,0.6666666666666666,0,0,1,0,0,1,Established Savers,0.03775577825027927,Low Risk,0
501,37,4,0.0,2,0,0,12470.3,0,False,False,True,0.0,0.04017223545259917,7.4,0.4,0,0,1,0,0,1,Established Savers,0.024279964773967537,Low Risk,0
624,38,8,0.0,2,1,0,95403.41,0,False,True,False,0.0,0.006540578155663873,4.222222222222222,0.2222222222222222,0,1,1,0,0,1,Established Savers,0.06024283192138424,Low Risk,0
595,39,9,136422.41,1,1,1,151757.81,0,False,False,False,0.8989422755753027,0.003920694950098779,3.9,0.1,1,1,0,0,0,0,Young Professionals,0.06781210723346241,Low Risk,0
603,30,8,0.0,2,1,1,47536.46,0,False,False,True,0.0,0.012684733260885206,3.3333333333333335,0.2222222222222222,0,1,1,0,0,1,Established Savers,0.005688043504126765,Low Risk,0
602,25,0,0.0,2,1,1,101274.17,0,False,False,False,0.0,0.005944201327926678,25.0,2.0,0,0,1,0,0,1,Established Savers,0.017092768335444184,Low Risk,0
500,34,6,0.0,1,1,1,140268.45,0,False,False,False,0.0,0.003564568050990433,4.857142857142857,0.14285714285714285,0,1,0,0,0,0,Young Professionals,0.12673064077836368,Low Risk,0
422,41,6,153238.88,1,1,0,11663.09,0,False,False,True,13.137662689502568,0.03617941905455119,5.857142857142857,0.14285714285714285,0,1,0,0,0,2,High-Value Clients,0.027108568801904025,Low Risk,0
615,35,7,0.0,2,1,0,150784.29,0,False,False,True,0.0,0.004078647194298595,4.375,0.25,0,1,1,0,0,1,Established Savers,0.008061899424429851,Low Risk,0
635,78,6,47536.4,1,1,1,119400.08,0,False,False,False,0.39812370206366643,0.005318209852038189,11.142857142857142,0.14285714285714285,0,1,0,0,0,3,At-Risk Seniors,0.017339281373566093,Low Risk,0
711,32,1,0.0,2,1,0,126188.42,0,False,False,False,0.0,0.005634386781395778,16.0,1.0,0,0,1,0,0,1,Established Savers,0.009699023313602699,Low Risk,0
834,36,8,142882.49,1,1,0,89983.02,1,False,False,True,1.5878651565022321,0.0092683123070074,4.0,0.1111111111111111,0,1,0,0,0,2,High-Value Clients,0.5952500226375236,High Risk,2
633,44,7,0.0,2,1,0,29761.29,0,False,False,False,0.0,0.02126852470021628,5.5,0.25,0,1,1,0,0,1,Established Savers,0.023599311627179872,Low Risk,0
650,31,1,160566.11,2,0,0,27073.81,0,False,False,False,5.93046119252545,0.02400755536234603,15.5,1.0,0,0,1,0,0,2,High-Value Clients,0.029900952762023852,Low Risk,0
743,65,2,131935.51,1,1,1,96399.67,1,True,False,True,1.3686161102407277,0.007707415311532586,21.666666666666668,0.3333333333333333,0,0,0,0,0,3,At-Risk Seniors,0.8678685895133833,Very High Risk,3
567,38,6,127678.8,2,0,0,45422.89,0,False,False,True,2.8108292794826686,0.012482418392612346,5.428571428571429,0.2857142857142857,0,1,1,0,0,2,High-Value Clients,0.05008379605343485,Low Risk,0
706,46,4,105214.58,1,1,0,108699.59,1,True,False,False,0.9679301648684704,0.006494904949457956,9.2,0.2,1,0,0,0,0,2,High-Value Clients,0.9064814644182094,Very High Risk,3
638,46,9,139859.54,1,1,0,38967.29,0,False,False,True,3.5890602333333077,0.016372286287132436,4.6,0.1,0,1,0,0,0,2,High-Value Clients,0.19548675228801304,Low Risk,0
641,38,3,0.0,2,1,0,116466.19,0,False,False,False,0.0,0.0055036959335929714,9.5,0.5,0,0,1,0,0,1,Established Savers,0.05034740570065302,Low Risk,0
574,34,5,112324.45,2,1,1,17993.43,0,False,False,False,6.242178829782326,0.03189875978288837,5.666666666666667,0.3333333333333333,0,0,1,0,0,0,Young Professionals,0.016093889136250393,Low Risk,0
642,30,8,134497.27,1,0,0,43250.54,0,True,False,True,3.109652743000596,0.014843402107763099,3.3333333333333335,0.1111111111111111,0,1,0,0,0,2,High-Value Clients,0.19528233300449424,Low Risk,0
722,35,1,120171.58,1,1,0,125240.8,0,False,True,False,0.9595165511833909,0.005764848477105886,17.5,0.5,1,0,0,0,0,2,High-Value Clients,0.06003675263097114,Low Risk,0
623,23,1,106012.2,2,0,1,191415.94,0,False,False,True,0.5538287259215406,0.003254675369901953,11.5,1.0,1,0,1,0,0,0,Young Professionals,0.004799332569174744,Low Risk,0
681,25,5,0.0,1,0,1,90860.97,0,False,False,True,0.0,0.007494884823650643,4.166666666666667,0.16666666666666666,0,0,0,0,0,0,Young Professionals,0.04047455886777086,Low Risk,0
530,34,8,0.0,2,0,1,141872.52,0,False,False,False,0.0,0.003735721789379724,3.7777777777777777,0.2222222222222222,0,1,1,0,0,1,Established Savers,0.023129511643167625,Low Risk,0
797,55,10,0.0,4,1,1,49418.87,1,False,False,False,0.0,0.016127116481690462,5.0,0.36363636363636365,0,1,1,0,0,1,Established Savers,0.9889403112914462,Very High Risk,3
653,51,3,0.0,1,1,0,170426.65,1,False,False,True,0.0,0.0038315378989266123,12.75,0.25,0,0,0,0,0,2,High-Value Clients,0.9272275769402103,Very High Risk,3
850,42,8,119839.69,1,0,1,51016.02,1,True,False,True,2.3490139173162214,0.016661106430755853,4.666666666666667,0.1111111111111111,0,1,0,0,0,0,Young Professionals,0.12585973319367716,Low Risk,0
581,34,1,0.0,2,0,1,81175.25,0,False,True,True,0.0,0.007157265825903513,17.0,1.0,0,0,1,0,0,1,Established Savers,0.005797137786883091,Low Risk,0
589,38,8,92219.21,1,1,0,99106.97,0,True,False,True,0.9304923710979047,0.005943013462993945,4.222222222222222,0.1111111111111111,0,1,0,0,0,2,High-Value Clients,0.3384508439214493,Medium Risk,1
555,48,3,142055.41,2,0,1,79134.78,0,True,False,True,1.795084473799336,0.007013262521706363,12.0,0.5,0,0,1,0,0,0,Young Professionals,0.09536493972278721,Low Risk,0
748,49,7,29602.08,1,0,0,163550.58,1,False,False,False,0.18099537772732005,0.004573480733111842,6.125,0.125,0,1,0,0,0,2,High-Value Clients,0.9369144640378664,Very High Risk,3
745,46,7,0.0,2,1,1,67769.94,0,False,False,False,0.0,0.01099291230134922,5.75,0.25,0,1,1,0,0,1,Established Savers,0.024266813592927337,Low Risk,0
730,34,1,0.0,2,1,1,126592.01,0,False,False,True,0.0,0.005766511120953677,17.0,1.0,0,0,1,0,0,1,Established Savers,0.004165455269943425,Low Risk,0
565,44,1,0.0,2,0,1,89602.81,0,False,False,False,0.0,0.006305535445423582,22.0,1.0,0,0,1,0,0,1,Established Savers,0.03575808399852987,Low Risk,0
778,37,3,141803.77,1,0,1,179421.84,0,False,False,True,0.7903328806967942,0.004336125768603373,9.25,0.25,1,0,0,0,0,0,Young Professionals,0.051147868930342066,Low Risk,0
812,24,10,0.0,2,1,1,156906.15,0,False,False,True,0.0,0.005175035044610778,2.1818181818181817,0.18181818181818182,0,1,1,0,0,1,Established Savers,0.0015529110316338998,Low Risk,0
526,42,1,0.0,1,0,1,168486.02,0,False,False,True,0.0,0.003121902209440229,21.0,0.5,0,0,0,0,0,0,Young Professionals,0.27119283959918705,Medium Risk,1
708,47,0,126589.12,2,0,1,132730.07,1,False,False,False,0.953726358116453,0.0053340939691061025,47.0,2.0,1,0,1,0,0,0,Young Professionals,0.8279573540881584,Very High Risk,3
680,33,2,108393.35,1,0,1,39057.67,0,False,False,True,2.7751418571088062,0.017409706986950657,11.0,0.3333333333333333,0,0,0,0,0,0,Young Professionals,0.02859347398373076,Low Risk,0
567,43,2,115643.58,2,0,0,174606.35,0,False,True,True,0.6623064836617703,0.003247285981947495,14.333333333333334,0.6666666666666666,1,0,1,0,0,2,High-Value Clients,0.06910990794998338,Low Risk,0
564,48,5,132876.23,1,1,0,79259.77,0,False,True,True,1.676443844792323,0.007115752218909808,8.0,0.16666666666666666,0,0,0,0,0,2,High-Value Clients,0.26049337914153203,Medium Risk,1
709,24,3,110949.41,1,1,1,168515.61,0,False,False,False,0.6583885707171537,0.004207300396085585,6.0,0.25,1,0,0,0,0,0,Young Professionals,0.03363083221324142,Low Risk,0
629,46,1,130666.2,1,1,1,161125.67,1,False,False,True,0.8109532704920916,0.003903760935418078,23.0,0.5,1,0,0,0,0,0,Young Professionals,0.6108227653780128,High Risk,2
510,45,10,103821.47,2,0,1,77878.62,0,False,False,False,1.3331019077905106,0.0065485681619915454,4.090909090909091,0.18181818181818182,0,1,1,0,0,0,Young Professionals,0.026134561242950556,Low Risk,0
506,32,3,0.0,1,1,1,80823.02,0,False,False,False,0.0,0.006260515129042084,8.0,0.25,0,0,0,0,0,0,Young Professionals,0.0288132626469782,Low Risk,0
605,39,7,0.0,1,0,1,119348.28,0,False,False,True,0.0,0.005069155004537941,4.875,0.125,0,1,0,0,0,0,Young Professionals,0.11320316863986989,Low Risk,0
